2025-02-17 12:39:22,678 - INFO - Beginning 1.5B runs.
2025-02-17 12:39:28,421 - INFO - Filter out kitchen utensil grip, lightweight, steel. Retry 1/5.
2025-02-17 15:58:56,319 - INFO - Not all errors for kitchen utensil grip, heat resistant, glass
2025-02-17 15:59:13,058 - INFO - Filter out kitchen utensil grip, heat resistant, wood. Retry 1/5.
2025-02-17 15:59:33,400 - INFO - Not all errors for kitchen utensil grip, heat resistant, wood
2025-02-17 15:59:52,606 - INFO - Filter out kitchen utensil grip, heat resistant, thermoplastic. Retry 1/5.
2025-02-17 16:00:13,665 - INFO - Filter out kitchen utensil grip, heat resistant, thermoplastic. Retry 2/5.
2025-02-17 16:00:31,047 - INFO - Filter out kitchen utensil grip, heat resistant, thermoplastic. Retry 3/5.
2025-02-17 16:00:49,248 - INFO - Filter out kitchen utensil grip, heat resistant, thermoplastic. Retry 4/5.
2025-02-17 16:01:06,315 - INFO - Filter out kitchen utensil grip, heat resistant, thermoplastic. Retry 5/5.
2025-02-17 16:01:36,076 - INFO - Not all errors for kitchen utensil grip, heat resistant, thermoset
2025-02-17 16:01:49,471 - INFO - Not all errors for kitchen utensil grip, heat resistant, elastomer
2025-02-17 16:02:09,075 - INFO - Not all errors for kitchen utensil grip, heat resistant, composite
2025-02-17 16:02:29,652 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, steel
2025-02-17 16:02:49,507 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, aluminum
2025-02-17 16:03:07,681 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, titanium
2025-02-17 16:03:27,519 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, glass
2025-02-17 16:03:40,628 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, wood
2025-02-17 16:03:56,107 - INFO - Filter out kitchen utensil grip, corrosion resistant, thermoplastic. Retry 1/5.
2025-02-17 16:04:24,560 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, thermoplastic
2025-02-17 16:04:53,160 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, thermoset
2025-02-17 16:05:10,414 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, elastomer
2025-02-17 16:05:29,606 - INFO - Filter out kitchen utensil grip, corrosion resistant, composite. Retry 1/5.
2025-02-17 16:05:46,234 - INFO - Filter out kitchen utensil grip, corrosion resistant, composite. Retry 2/5.
2025-02-17 16:06:05,203 - INFO - Not all errors for kitchen utensil grip, corrosion resistant, composite
2025-02-17 16:06:24,699 - INFO - Not all errors for kitchen utensil grip, high strength, steel
2025-02-17 16:06:43,387 - INFO - Filter out kitchen utensil grip, high strength, aluminum. Retry 1/5.
2025-02-17 16:07:06,012 - INFO - Not all errors for kitchen utensil grip, high strength, aluminum
2025-02-17 16:07:25,682 - INFO - Not all errors for kitchen utensil grip, high strength, titanium
2025-02-17 16:07:43,425 - INFO - Not all errors for kitchen utensil grip, high strength, glass
2025-02-17 16:08:01,690 - INFO - Not all errors for kitchen utensil grip, high strength, wood
2025-02-17 16:08:13,077 - INFO - Filter out kitchen utensil grip, high strength, thermoplastic. Retry 1/5.
2025-02-17 16:08:29,978 - INFO - Filter out kitchen utensil grip, high strength, thermoplastic. Retry 2/5.
2025-02-17 16:09:12,295 - INFO - Filter out kitchen utensil grip, high strength, thermoplastic. Retry 3/5.
2025-02-17 16:09:29,861 - INFO - Filter out kitchen utensil grip, high strength, thermoplastic. Retry 4/5.
2025-02-17 16:10:12,289 - INFO - Filter out kitchen utensil grip, high strength, thermoplastic. Retry 5/5.
2025-02-17 16:10:36,176 - INFO - Filter out kitchen utensil grip, high strength, thermoset. Retry 1/5.
2025-02-17 16:10:56,433 - INFO - Not all errors for kitchen utensil grip, high strength, thermoset
2025-02-17 16:11:23,080 - INFO - Not all errors for kitchen utensil grip, high strength, elastomer
2025-02-17 16:11:41,623 - INFO - Not all errors for kitchen utensil grip, high strength, composite
2025-02-17 16:12:00,594 - INFO - Filter out safety helmet, lightweight, steel. Retry 1/5.
2025-02-17 16:12:19,959 - INFO - Not all errors for safety helmet, lightweight, steel
2025-02-17 16:12:39,000 - INFO - Filter out safety helmet, lightweight, aluminum. Retry 1/5.
2025-02-17 16:12:59,255 - INFO - Filter out safety helmet, lightweight, aluminum. Retry 2/5.
2025-02-17 16:13:19,312 - INFO - Filter out safety helmet, lightweight, aluminum. Retry 3/5.
2025-02-17 16:13:36,085 - INFO - Filter out safety helmet, lightweight, aluminum. Retry 4/5.
2025-02-17 16:13:56,527 - INFO - Filter out safety helmet, lightweight, aluminum. Retry 5/5.
2025-02-17 16:14:12,575 - INFO - Filter out safety helmet, lightweight, titanium. Retry 1/5.
2025-02-17 16:14:31,177 - INFO - Not all errors for safety helmet, lightweight, titanium
2025-02-17 16:14:45,489 - INFO - Not all errors for safety helmet, lightweight, glass
2025-02-17 16:15:04,736 - INFO - Filter out safety helmet, lightweight, wood. Retry 1/5.
2025-02-17 16:15:25,681 - INFO - Not all errors for safety helmet, lightweight, wood
2025-02-17 16:15:45,271 - INFO - Filter out safety helmet, lightweight, thermoplastic. Retry 1/5.
2025-02-17 16:16:02,240 - INFO - Filter out safety helmet, lightweight, thermoplastic. Retry 2/5.
2025-02-17 16:16:19,315 - INFO - Filter out safety helmet, lightweight, thermoplastic. Retry 3/5.
2025-02-17 16:16:36,150 - INFO - Filter out safety helmet, lightweight, thermoplastic. Retry 4/5.
2025-02-17 16:17:02,321 - INFO - Not all errors for safety helmet, lightweight, thermoplastic
2025-02-17 16:17:25,569 - INFO - Not all errors for safety helmet, lightweight, thermoset
2025-02-17 16:17:44,802 - INFO - Not all errors for safety helmet, lightweight, elastomer
2025-02-17 16:17:59,994 - INFO - Filter out safety helmet, lightweight, composite. Retry 1/5.
2025-02-17 16:18:23,392 - INFO - Filter out safety helmet, lightweight, composite. Retry 2/5.
2025-02-17 16:18:47,111 - INFO - Not all errors for safety helmet, lightweight, composite
2025-02-17 16:19:11,487 - INFO - Filter out safety helmet, heat resistant, steel. Retry 1/5.
2025-02-17 16:19:27,897 - INFO - Filter out safety helmet, heat resistant, steel. Retry 2/5.
2025-02-17 16:19:45,368 - INFO - Not all errors for safety helmet, heat resistant, steel
2025-02-17 16:20:00,196 - INFO - Filter out safety helmet, heat resistant, aluminum. Retry 1/5.
2025-02-17 16:20:23,020 - INFO - Not all errors for safety helmet, heat resistant, aluminum
2025-02-17 16:20:41,536 - INFO - Filter out safety helmet, heat resistant, titanium. Retry 1/5.
2025-02-17 16:21:00,488 - INFO - Not all errors for safety helmet, heat resistant, titanium
2025-02-17 16:21:18,146 - INFO - Not all errors for safety helmet, heat resistant, glass
2025-02-17 16:21:33,002 - INFO - Filter out safety helmet, heat resistant, wood. Retry 1/5.
2025-02-17 16:21:53,261 - INFO - Filter out safety helmet, heat resistant, wood. Retry 2/5.
2025-02-17 16:22:12,172 - INFO - Not all errors for safety helmet, heat resistant, wood
2025-02-17 16:22:27,959 - INFO - Filter out safety helmet, heat resistant, thermoplastic. Retry 1/5.
2025-02-17 16:22:44,961 - INFO - Filter out safety helmet, heat resistant, thermoplastic. Retry 2/5.
2025-02-17 16:23:01,889 - INFO - Filter out safety helmet, heat resistant, thermoplastic. Retry 3/5.
2025-02-17 16:23:22,846 - INFO - Filter out safety helmet, heat resistant, thermoplastic. Retry 4/5.
2025-02-17 16:23:40,207 - INFO - Filter out safety helmet, heat resistant, thermoplastic. Retry 5/5.
2025-02-17 16:24:00,002 - INFO - Not all errors for safety helmet, heat resistant, thermoset
2025-02-17 16:24:15,079 - INFO - Filter out safety helmet, heat resistant, elastomer. Retry 1/5.
2025-02-17 16:24:35,508 - INFO - Filter out safety helmet, heat resistant, elastomer. Retry 2/5.
2025-02-17 16:24:56,104 - INFO - Filter out safety helmet, heat resistant, elastomer. Retry 3/5.
2025-02-17 16:25:19,327 - INFO - Not all errors for safety helmet, heat resistant, elastomer
2025-02-17 16:25:38,247 - INFO - Not all errors for safety helmet, heat resistant, composite
2025-02-17 16:25:56,033 - INFO - Not all errors for safety helmet, corrosion resistant, steel
2025-02-17 16:26:14,008 - INFO - Not all errors for safety helmet, corrosion resistant, aluminum
2025-02-17 16:26:30,969 - INFO - Not all errors for safety helmet, corrosion resistant, titanium
2025-02-17 16:26:48,205 - INFO - Not all errors for safety helmet, corrosion resistant, glass
2025-02-17 16:27:05,747 - INFO - Filter out safety helmet, corrosion resistant, wood. Retry 1/5.
2025-02-17 16:27:22,142 - INFO - Filter out safety helmet, corrosion resistant, wood. Retry 2/5.
2025-02-17 16:27:38,121 - INFO - Not all errors for safety helmet, corrosion resistant, wood
2025-02-17 16:28:02,979 - INFO - Filter out safety helmet, corrosion resistant, thermoplastic. Retry 1/5.
2025-02-17 16:28:25,186 - INFO - Filter out safety helmet, corrosion resistant, thermoplastic. Retry 2/5.
2025-02-17 16:28:48,195 - INFO - Not all errors for safety helmet, corrosion resistant, thermoplastic
2025-02-17 16:29:17,405 - INFO - Not all errors for safety helmet, corrosion resistant, thermoset
2025-02-17 16:29:32,707 - INFO - Filter out safety helmet, corrosion resistant, elastomer. Retry 1/5.
2025-02-17 16:29:55,685 - INFO - Not all errors for safety helmet, corrosion resistant, elastomer
2025-02-17 16:30:14,929 - INFO - Filter out safety helmet, corrosion resistant, composite. Retry 1/5.
2025-02-17 16:30:30,030 - INFO - Filter out safety helmet, corrosion resistant, composite. Retry 2/5.
2025-02-17 16:30:46,956 - INFO - Filter out safety helmet, corrosion resistant, composite. Retry 3/5.
2025-02-17 16:31:03,726 - INFO - Filter out safety helmet, corrosion resistant, composite. Retry 4/5.
2025-02-17 16:31:20,775 - INFO - Filter out safety helmet, corrosion resistant, composite. Retry 5/5.
2025-02-17 16:31:46,608 - INFO - Not all errors for safety helmet, high strength, steel
2025-02-17 16:32:02,311 - INFO - Filter out safety helmet, high strength, aluminum. Retry 1/5.
2025-02-17 16:32:21,089 - INFO - Not all errors for safety helmet, high strength, aluminum
2025-02-17 16:32:39,670 - INFO - Filter out safety helmet, high strength, titanium. Retry 1/5.
2025-02-17 16:32:58,949 - INFO - Not all errors for safety helmet, high strength, titanium
2025-02-17 16:33:16,783 - INFO - Not all errors for safety helmet, high strength, glass
2025-02-17 16:33:32,700 - INFO - Filter out safety helmet, high strength, wood. Retry 1/5.
2025-02-17 16:33:48,854 - INFO - Not all errors for safety helmet, high strength, wood
2025-02-17 16:34:15,897 - INFO - Filter out safety helmet, high strength, thermoplastic. Retry 1/5.
2025-02-17 16:34:32,937 - INFO - Filter out safety helmet, high strength, thermoplastic. Retry 2/5.
2025-02-17 16:34:50,322 - INFO - Filter out safety helmet, high strength, thermoplastic. Retry 3/5.
2025-02-17 16:35:07,258 - INFO - Filter out safety helmet, high strength, thermoplastic. Retry 4/5.
2025-02-17 16:35:32,970 - INFO - Filter out safety helmet, high strength, thermoplastic. Retry 5/5.
2025-02-17 16:35:50,105 - INFO - Filter out safety helmet, high strength, thermoset. Retry 1/5.
2025-02-17 16:36:08,641 - INFO - Filter out safety helmet, high strength, thermoset. Retry 2/5.
2025-02-17 16:36:31,706 - INFO - Filter out safety helmet, high strength, thermoset. Retry 3/5.
2025-02-17 16:36:51,701 - INFO - Not all errors for safety helmet, high strength, thermoset
2025-02-17 16:37:10,920 - INFO - Not all errors for safety helmet, high strength, elastomer
2025-02-17 16:37:28,631 - INFO - Not all errors for safety helmet, high strength, composite
2025-02-17 16:37:47,079 - INFO - Not all errors for underwater component, lightweight, steel
2025-02-17 16:38:08,332 - INFO - Filter out underwater component, lightweight, aluminum. Retry 1/5.
2025-02-17 16:38:28,334 - INFO - Not all errors for underwater component, lightweight, aluminum
2025-02-17 16:38:47,164 - INFO - Not all errors for underwater component, lightweight, titanium
2025-02-17 16:39:06,109 - INFO - Filter out underwater component, lightweight, glass. Retry 1/5.
2025-02-17 16:39:26,509 - INFO - Filter out underwater component, lightweight, glass. Retry 2/5.
2025-02-17 16:39:44,724 - INFO - Filter out underwater component, lightweight, glass. Retry 3/5.
2025-02-17 16:40:04,200 - INFO - Not all errors for underwater component, lightweight, glass
2025-02-17 16:40:19,396 - INFO - Filter out underwater component, lightweight, wood. Retry 1/5.
2025-02-17 16:40:39,721 - INFO - Filter out underwater component, lightweight, wood. Retry 2/5.
2025-02-17 16:41:06,161 - INFO - Not all errors for underwater component, lightweight, wood
2025-02-17 16:41:17,466 - INFO - Filter out underwater component, lightweight, thermoplastic. Retry 1/5.
2025-02-17 16:41:34,474 - INFO - Filter out underwater component, lightweight, thermoplastic. Retry 2/5.
2025-02-17 16:41:57,032 - INFO - Not all errors for underwater component, lightweight, thermoplastic
2025-02-17 16:42:16,105 - INFO - Not all errors for underwater component, lightweight, thermoset
2025-02-17 16:42:35,818 - INFO - Not all errors for underwater component, lightweight, elastomer
2025-02-17 16:42:53,365 - INFO - Not all errors for underwater component, lightweight, composite
2025-02-17 16:43:12,148 - INFO - Filter out underwater component, heat resistant, steel. Retry 1/5.
2025-02-17 16:43:31,324 - INFO - Not all errors for underwater component, heat resistant, steel
2025-02-17 16:43:48,761 - INFO - Not all errors for underwater component, heat resistant, aluminum
2025-02-17 16:44:03,309 - INFO - Filter out underwater component, heat resistant, titanium. Retry 1/5.
2025-02-17 16:44:23,248 - INFO - Not all errors for underwater component, heat resistant, titanium
2025-02-17 16:44:42,463 - INFO - Filter out underwater component, heat resistant, glass. Retry 1/5.
2025-02-17 16:45:05,390 - INFO - Not all errors for underwater component, heat resistant, glass
2025-02-17 16:45:23,585 - INFO - Not all errors for underwater component, heat resistant, wood
2025-02-17 16:45:39,749 - INFO - Filter out underwater component, heat resistant, thermoplastic. Retry 1/5.
2025-02-17 16:45:55,023 - INFO - Not all errors for underwater component, heat resistant, thermoplastic
2025-02-17 16:46:14,763 - INFO - Filter out underwater component, heat resistant, thermoset. Retry 1/5.
2025-02-17 16:46:36,391 - INFO - Filter out underwater component, heat resistant, thermoset. Retry 2/5.
2025-02-17 16:46:59,066 - INFO - Not all errors for underwater component, heat resistant, thermoset
2025-02-17 16:47:18,059 - INFO - Filter out underwater component, heat resistant, elastomer. Retry 1/5.
2025-02-17 16:47:38,730 - INFO - Filter out underwater component, heat resistant, elastomer. Retry 2/5.
2025-02-17 16:47:58,483 - INFO - Not all errors for underwater component, heat resistant, elastomer
2025-02-17 16:48:22,632 - INFO - Not all errors for underwater component, heat resistant, composite
2025-02-17 16:48:31,825 - INFO - Not all errors for underwater component, corrosion resistant, steel
2025-02-17 16:48:47,624 - INFO - Filter out underwater component, corrosion resistant, aluminum. Retry 1/5.
2025-02-17 16:49:07,055 - INFO - Not all errors for underwater component, corrosion resistant, aluminum
2025-02-17 16:49:24,474 - INFO - Not all errors for underwater component, corrosion resistant, titanium
2025-02-17 16:49:42,122 - INFO - Not all errors for underwater component, corrosion resistant, glass
2025-02-17 16:49:51,718 - INFO - Not all errors for underwater component, corrosion resistant, wood
2025-02-17 16:50:11,340 - INFO - Filter out underwater component, corrosion resistant, thermoplastic. Retry 1/5.
2025-02-17 16:50:30,508 - INFO - Filter out underwater component, corrosion resistant, thermoplastic. Retry 2/5.
2025-02-17 16:50:51,124 - INFO - Filter out underwater component, corrosion resistant, thermoplastic. Retry 3/5.
2025-02-17 16:51:17,965 - INFO - Not all errors for underwater component, corrosion resistant, thermoplastic
2025-02-17 16:51:40,974 - INFO - Not all errors for underwater component, corrosion resistant, thermoset
2025-02-17 16:51:59,813 - INFO - Not all errors for underwater component, corrosion resistant, elastomer
2025-02-17 16:52:18,067 - INFO - Not all errors for underwater component, corrosion resistant, composite
2025-02-17 16:52:35,796 - INFO - Not all errors for underwater component, high strength, steel
2025-02-17 16:52:50,526 - INFO - Filter out underwater component, high strength, aluminum. Retry 1/5.
2025-02-17 16:53:10,606 - INFO - Not all errors for underwater component, high strength, aluminum
2025-02-17 16:53:28,549 - INFO - Not all errors for underwater component, high strength, titanium
2025-02-17 16:53:47,012 - INFO - Not all errors for underwater component, high strength, glass
2025-02-17 16:54:04,287 - INFO - Filter out underwater component, high strength, wood. Retry 1/5.
2025-02-17 16:54:24,819 - INFO - Filter out underwater component, high strength, wood. Retry 2/5.
2025-02-17 17:02:27,820 - INFO - Filter out underwater component, high strength, wood. Retry 3/5.
2025-02-17 17:02:49,663 - INFO - Filter out underwater component, high strength, wood. Retry 4/5.
2025-02-17 17:03:08,769 - INFO - Not all errors for underwater component, high strength, wood
2025-02-17 17:03:24,368 - INFO - Filter out underwater component, high strength, thermoplastic. Retry 1/5.
2025-02-17 17:03:41,286 - INFO - Filter out underwater component, high strength, thermoplastic. Retry 2/5.
2025-02-17 17:04:04,709 - INFO - Not all errors for underwater component, high strength, thermoplastic
2025-02-17 17:04:28,664 - INFO - Not all errors for underwater component, high strength, thermoset
2025-02-17 17:04:47,582 - INFO - Filter out underwater component, high strength, elastomer. Retry 1/5.
2025-02-17 17:05:07,796 - INFO - Not all errors for underwater component, high strength, elastomer
2025-02-17 17:05:25,697 - INFO - Not all errors for underwater component, high strength, composite
2025-02-17 17:05:43,774 - INFO - Not all errors for spacecraft component, lightweight, steel
2025-02-17 17:06:02,471 - INFO - Filter out spacecraft component, lightweight, aluminum. Retry 1/5.
2025-02-17 17:06:21,634 - INFO - Not all errors for spacecraft component, lightweight, aluminum
2025-02-17 17:06:39,408 - INFO - Not all errors for spacecraft component, lightweight, titanium
2025-02-17 17:06:57,071 - INFO - Not all errors for spacecraft component, lightweight, glass
2025-02-17 17:07:13,346 - INFO - Filter out spacecraft component, lightweight, wood. Retry 1/5.
2025-02-17 17:07:35,775 - INFO - Not all errors for spacecraft component, lightweight, wood
2025-02-17 17:07:51,141 - INFO - Filter out spacecraft component, lightweight, thermoplastic. Retry 1/5.
2025-02-17 17:08:08,468 - INFO - Filter out spacecraft component, lightweight, thermoplastic. Retry 2/5.
2025-02-17 17:08:31,255 - INFO - Not all errors for spacecraft component, lightweight, thermoplastic
2025-02-17 17:08:49,320 - INFO - Not all errors for spacecraft component, lightweight, thermoset
2025-02-17 17:09:06,429 - INFO - Filter out spacecraft component, lightweight, elastomer. Retry 1/5.
2025-02-17 17:09:22,747 - INFO - Filter out spacecraft component, lightweight, elastomer. Retry 2/5.
2025-02-17 17:09:42,507 - INFO - Not all errors for spacecraft component, lightweight, elastomer
2025-02-17 17:10:01,489 - INFO - Not all errors for spacecraft component, lightweight, composite
2025-02-17 17:10:20,111 - INFO - Filter out spacecraft component, heat resistant, steel. Retry 1/5.
2025-02-17 17:10:43,534 - INFO - Not all errors for spacecraft component, heat resistant, steel
2025-02-17 17:11:01,349 - INFO - Not all errors for spacecraft component, heat resistant, aluminum
2025-02-17 17:11:19,142 - INFO - Not all errors for spacecraft component, heat resistant, titanium
2025-02-17 17:11:36,940 - INFO - Not all errors for spacecraft component, heat resistant, glass
2025-02-17 17:11:54,171 - INFO - Not all errors for spacecraft component, heat resistant, wood
2025-02-17 17:12:09,578 - INFO - Filter out spacecraft component, heat resistant, thermoplastic. Retry 1/5.
2025-02-17 17:12:26,372 - INFO - Filter out spacecraft component, heat resistant, thermoplastic. Retry 2/5.
2025-02-17 17:12:43,499 - INFO - Filter out spacecraft component, heat resistant, thermoplastic. Retry 3/5.
2025-02-17 17:13:00,340 - INFO - Filter out spacecraft component, heat resistant, thermoplastic. Retry 4/5.
2025-02-17 17:13:10,514 - INFO - Not all errors for spacecraft component, heat resistant, thermoplastic
2025-02-17 17:13:36,121 - INFO - Not all errors for spacecraft component, heat resistant, thermoset
2025-02-17 17:13:55,378 - INFO - Filter out spacecraft component, heat resistant, elastomer. Retry 1/5.
2025-02-17 17:14:11,852 - INFO - Filter out spacecraft component, heat resistant, elastomer. Retry 2/5.
2025-02-17 17:14:32,810 - INFO - Filter out spacecraft component, heat resistant, elastomer. Retry 3/5.
2025-02-17 17:14:51,848 - INFO - Not all errors for spacecraft component, heat resistant, elastomer
2025-02-17 17:15:11,110 - INFO - Filter out spacecraft component, heat resistant, composite. Retry 1/5.
2025-02-17 17:15:32,383 - INFO - Filter out spacecraft component, heat resistant, composite. Retry 2/5.
2025-02-17 17:15:53,194 - INFO - Not all errors for spacecraft component, heat resistant, composite
2025-02-17 17:16:14,234 - INFO - Not all errors for spacecraft component, corrosion resistant, steel
2025-02-17 17:16:31,724 - INFO - Not all errors for spacecraft component, corrosion resistant, aluminum
2025-02-17 17:16:49,281 - INFO - Not all errors for spacecraft component, corrosion resistant, titanium
2025-02-17 17:17:09,077 - INFO - Not all errors for spacecraft component, corrosion resistant, glass
2025-02-17 17:17:28,005 - INFO - Not all errors for spacecraft component, corrosion resistant, wood
2025-02-17 17:17:47,962 - INFO - Filter out spacecraft component, corrosion resistant, thermoplastic. Retry 1/5.
2025-02-17 17:18:00,803 - INFO - Filter out spacecraft component, corrosion resistant, thermoplastic. Retry 2/5.
2025-02-17 17:18:23,012 - INFO - Filter out spacecraft component, corrosion resistant, thermoplastic. Retry 3/5.
2025-02-17 17:18:39,978 - INFO - Filter out spacecraft component, corrosion resistant, thermoplastic. Retry 4/5.
2025-02-17 17:19:11,073 - INFO - Not all errors for spacecraft component, corrosion resistant, thermoplastic
2025-02-17 17:19:29,813 - INFO - Not all errors for spacecraft component, corrosion resistant, thermoset
2025-02-17 17:19:48,198 - INFO - Not all errors for spacecraft component, corrosion resistant, elastomer
2025-02-17 17:20:19,275 - INFO - Filter out spacecraft component, corrosion resistant, composite. Retry 1/5.
2025-02-17 17:20:42,018 - INFO - Not all errors for spacecraft component, corrosion resistant, composite
2025-02-17 17:20:59,964 - INFO - Not all errors for spacecraft component, high strength, steel
2025-02-17 17:21:16,953 - INFO - Not all errors for spacecraft component, high strength, aluminum
2025-02-17 17:21:35,065 - INFO - Not all errors for spacecraft component, high strength, titanium
2025-02-17 17:21:53,822 - INFO - Not all errors for spacecraft component, high strength, glass
2025-02-17 17:22:09,238 - INFO - Filter out spacecraft component, high strength, wood. Retry 1/5.
2025-02-17 17:22:23,827 - INFO - Not all errors for spacecraft component, high strength, wood
2025-02-17 17:22:41,535 - INFO - Filter out spacecraft component, high strength, thermoplastic. Retry 1/5.
2025-02-17 17:22:58,541 - INFO - Filter out spacecraft component, high strength, thermoplastic. Retry 2/5.
2025-02-17 17:23:18,313 - INFO - Filter out spacecraft component, high strength, thermoplastic. Retry 3/5.
2025-02-17 17:23:38,334 - INFO - Not all errors for spacecraft component, high strength, thermoplastic
2025-02-17 17:23:52,127 - INFO - Not all errors for spacecraft component, high strength, thermoset
2025-02-17 17:24:10,956 - INFO - Not all errors for spacecraft component, high strength, elastomer
2025-02-17 17:24:26,333 - INFO - Filter out spacecraft component, high strength, composite. Retry 1/5.
2025-02-17 17:24:43,327 - INFO - Not all errors for spacecraft component, high strength, composite
